gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,3183,0
1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,3420,0
1,0,1,1,67,1,0,0,2,0,2,2,0,0,2,1,0,60.4,4867,0
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,2755,1
0,0,0,0,23,1,0,0,0,2,2,0,0,0,1,0,0,55.8,2957,0
1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,1432,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,42,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,148,1
1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,861,0
1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,2598,0
0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,3717,0
1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,5779,0
1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,4160,0
1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,3241,1
0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,1335,1
1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,3326,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,364,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,1031,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,6016,0
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92.0,1050,0
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,5454,1
0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,2413,0
1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,3037,0
0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,1741,0
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,3069,0
1,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,668,0
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,739,0
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,6374,0
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,2254,0
0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,5907,0
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,64.6,763,0
1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,2874,0
0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,4817,1
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,5977,0
1,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,2,54.95,2991,0
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,202,1
1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,1544,0
1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,5805,0
1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,3077,0
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,2015,0
0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,3684,0
0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,5004,0
1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,5332,1
1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,5450,1
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,1893,1
1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,406,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,365,0
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,5751,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,26,0
1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,1416,0
0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,993,1
0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,19.85,2457,0
0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,4442,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1044,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,40,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,43,0
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,5187,0
1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,54.65,810,0
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,2318,0
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,186,0
1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,880,1
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,3208,0
1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,90.4,5447,0
0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,5992,0
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,710,1
1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,6168,0
1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,5808,1
1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,50.2,1911,0
0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,3648,0
1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,350,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,351,1
0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,95.4,5198,0
0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,6277,0
0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,4030,0
1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,84.85,3751,0
0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,725,0
0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,4286,0
0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,4001,0
1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,3921,0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,1714,0
1,0,0,0,66,1,0,0,2,2,0,0,0,0,1,1,3,54.8,4614,0
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55,2776,1
1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,2904,0
1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,5547,1
0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,5482,0
0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,4496,0
0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,1755,1
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,1456,0
0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,3604,0
1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,5713,0
1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,2179,1
1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,1359,0
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,476,1
1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,4259,0
0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,69.75,4838,0
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,20.0,2284,0
1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,2491,0
0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,5781,1
1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1058,0
1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,80.85,3858,0
0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,2852,1
0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,0,3,29.2,1165,1
0,0,1,1,69,1,2,1,0,2,0,2,0,2,2,1,0,93.3,5998,0
0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,3893,1
1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,5944,1
0,0,1,1,35,0,1,0,2,0,0,2,2,0,2,1,1,46.35,3379,0
0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,2994,1
1,0,1,1,45,1,2,0,0,2,2,0,2,2,1,0,1,78.75,4689,0
0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,2960,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,158,1
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,1438,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,295,1
1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,5206,0
0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,105.65,6110,0
0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,500,1
1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,74.95,3424,1
0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,1857,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,570,0
1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,4033,0
0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,5591,1
1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85,3819,1
0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,5375,1
1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,912,1
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,784,1
0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,1252,1
1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,5718,0
1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,75.9,1291,1
1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,85.7,5203,0
0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,5163,1
0,0,0,1,31,1,0,2,1,1,1,1,1,1,1,0,1,20.1,1777,0
1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,61.8,2055,0
0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,3082,0
0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,2195,1
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,2046,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,152,1
1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,6217,1
1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,4818,0
1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,6142,0
0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,2978,0
0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,1324,1
1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,2740,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.85,6521,0
1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,6311,0
0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,1511,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,1226,0
1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,90.6,5863,1
1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,612,0
0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,25.05,589,0
0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,3053,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,26,1
1,0,1,1,41,1,0,0,2,2,2,0,0,0,1,1,0,60.3,4063,0
0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,4204,0
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,338,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,308,0
0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8,3964,1
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,3447,1
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,6000,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,19.45,734,0
0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,3602,0
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,2530,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,593,0
0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,110.5,6325,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,53,0
1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,859,0
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,3737,1
0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5776,0
0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,47.6,4571,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,19.4,2987,0
0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,5376,0
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,4935,1
0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,527,1
1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,5384,0
1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,4941,0
0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,3462,1
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,86.65,5926,0
1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,4586,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,5965,0
1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,1247,1
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,3402,0
1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,4876,0
0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,1813,0
0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,4292,0
1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,3227,0
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,6135,0
1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,5223,0
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,491,1
0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,4313,1
0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,5955,0
1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,19.35,2101,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1095,0
0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,5196,1
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,5647,0
0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,2092,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,320,1
1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,2244,0
1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,6354,0
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,5832,0
0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,3418,0
1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,1529,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,25,1
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,291,1
0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,4310,1
1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,3072,1
0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,623,1
0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,55.8,3670,0
0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,3661,0
0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,3107,0
0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,2426,0
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,1,79.55,5752,0
1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,916,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1361,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95,392,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,9,1
1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,2156,0
1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,90.75,768,0
0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,78.85,4433,0
1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,99.5,6149,0
0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,99.2,4760,1
1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,80.55,3080,0
1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,2204,0
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,1842,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,977,1
1,0,1,1,55,1,0,0,2,0,0,0,0,2,1,0,1,59.45,4447,0
1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,93.35,4412,0
0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,44.95,3821,0
1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,0,0,26.1,2439,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,20.2,268,0
1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,21.25,1990,0
0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,59.4,3677,0
1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,95.0,5084,0
1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,61.9,4149,0
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,2,118.65,6520,0
1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,216,1
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,64.45,5161,0
0,0,1,1,22,1,0,1,0,0,0,0,0,2,0,1,2,80.15,3522,0
1,0,1,1,46,1,0,2,1,1,1,1,1,1,1,1,0,20.2,2219,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,21.0,2775,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,31,0
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,2233,0
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,80.45,4010,0
1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,24.95,511,1
0,0,1,1,67,1,2,0,2,0,0,0,2,2,2,1,2,75.5,5493,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.45,137,0
1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,42.35,3434,1
1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,74.55,4368,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.3,349,1
1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,5306,1
1,0,1,1,42,0,1,0,2,0,2,2,2,0,2,0,1,48.15,3740,0
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.65,1467,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,307,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,25,0
0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5786,0
1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,2,91.0,3124,0
1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,25.4,1172,0
0,0,1,1,54,1,0,0,2,0,2,2,0,2,2,0,0,69.95,4822,0
0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,66.85,1514,0
0,0,1,1,33,1,2,1,0,0,0,0,0,2,0,0,1,86.15,4207,1
1,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.15,1251,0
0,0,0,1,21,1,0,0,2,0,2,0,0,2,1,0,3,64.85,2972,0
1,1,1,0,30,1,2,0,0,0,2,0,2,2,2,0,2,74.85,3831,0
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.5,663,0
1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,72.9,2169,0
0,0,0,0,62,1,2,1,2,2,2,2,2,2,1,1,1,115.05,6247,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,2,19.0,1270,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,593,0
0,0,0,0,46,1,2,1,0,0,2,0,2,2,1,1,2,101.1,5226,0
1,0,0,0,21,1,2,1,0,0,0,0,0,2,0,1,2,84.1,3455,0
1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,1,0,24.15,3205,0
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.1,191,0
0,0,1,0,25,1,0,1,0,0,2,0,0,0,0,1,2,74.6,3529,0
0,0,0,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1601,0
0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,85.0,4134,1
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.55,793,1
1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,106.8,5605,0
0,0,1,1,57,1,2,0,2,0,2,2,2,2,2,1,2,84.5,5308,0
0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,25.05,1313,0
0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,1,0,83.7,5880,0
0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,75.8,712,1
1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,96.6,4177,0
1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5,4350,1
1,0,1,1,70,1,0,1,2,2,2,2,2,0,2,1,1,101.1,6202,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,1074,0
0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,94.05,5598,0
1,1,1,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.25,2813,1
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,74.4,1659,1
0,0,1,0,62,1,0,0,2,0,2,2,2,2,2,0,3,81.0,5396,0
0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,60.25,2850,0
0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,60.85,549,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43.95,128,0
1,0,0,0,4,1,0,1,0,0,2,0,0,2,0,0,2,86.05,1162,0
0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,20.25,1342,0
0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,4095,1
1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,1,19.4,2894,0
1,1,1,0,72,1,2,1,2,2,2,0,0,2,2,1,1,102.65,6352,0
1,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.9,2632,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,19.55,505,0
1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,95.5,6106,0
0,0,1,1,50,1,2,0,0,2,2,2,2,2,1,1,1,84.15,4990,0
1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,5777,0
1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,50.2,541,0
0,1,0,0,2,1,2,1,0,0,2,0,0,2,0,1,2,88.55,778,1
1,0,1,1,24,1,2,0,2,0,0,0,0,0,0,0,2,54.75,2976,1
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.95,2248,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,6526,0
0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,31.2,2348,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,24.45,3435,0
1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,0,1,84.2,5814,0
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,91.3,463,1
1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,85.65,5302,0
1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,2822,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5,385,1
0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,1917,0
0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1339,0
1,0,1,0,66,1,2,0,0,0,0,2,0,2,0,0,2,63.85,5034,0
0,0,1,1,17,1,2,0,0,0,2,2,0,0,1,1,3,61.95,2576,0
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,25.75,2986,0
0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,58.2,2534,0
0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,85.85,4349,0
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,70.1,1531,1
1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,104.9,6346,0
1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,6334,1
1,1,0,0,34,1,0,1,0,2,2,0,2,2,1,1,2,99.85,4548,0
1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,95.25,5567,1
0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,86.25,1773,1
